"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"9IH476A2","journalArticle","2011","Rekha, J.; Veena, L.R.; Prem, Neethi; Kalaivani, P.; Choudhury, Rupam; Alladi, Phalguni Anand; Agrahari, Maulishree; Raju, T.R.; Kutty, Bindu M.","NIH-3T3 fibroblast transplants enhance host regeneration and improve spatial learning in ventral subicular lesioned rats","Behavioural Brain Research","","01664328","10.1016/j.bbr.2010.11.020","https://linkinghub.elsevier.com/retrieve/pii/S0166432810007448","Transplants, besides providing neural replacement, also stimulate host regeneration, which could serve as a powerful means to establish functional recovery in CNS insults. Earlier, we have reported the H3-GFP transplant mediated recovery of cognitive functions in the ventral subicular lesioned rats. In the present study, we demonstrate the efﬁcacy of a non-neural ﬁbroblast transplants in mediating host regeneration and functional recovery in ventral subicular lesioned rats.","2011-04","2025-05-08 06:13:51","2025-05-08 06:13:51","2025-05-08 06:13:51","315-324","","2","218","","Behavioural Brain Research","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","C:\Users\Admin\Zotero\storage\FIMHGFYD\Rekha et al. - 2011 - Behavioural Brain Research - NIH-3T3 fibroblast transplants enhance host regeneration and improve spatial learning in ventral sub.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J32PFXBF","journalArticle","2011","Hegde, Preethi; Jayakrishnan, H.R.; Chattarji, Sumantra; Kutty, Bindu M.; Laxmi, T.R.","Chronic stress-induced changes in REM sleep on theta oscillations in the rat hippocampus and amygdala","Brain Research","","00068993","10.1016/j.brainres.2011.01.055","https://linkinghub.elsevier.com/retrieve/pii/S0006899311001399","","2011-03","2025-05-08 06:13:54","2025-05-08 06:13:54","2025-05-08 06:13:54","155-164","","","1382","","Brain Research","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","C:\Users\Admin\Zotero\storage\KULWLXGH\Hegde et al. - 2011 - Brain Research - Chronic stress-induced changes in REM sleep on theta oscillations in the rat hippocampus and amygdal.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JEJRNNIM","journalArticle","2009","Rekha, J.; Chakravarthy, Sridhara; Veena, L. R.; Kalai, Vani P.; Choudhury, Rupam; Halahalli, Harsha N.; Alladi, Phalguni Anand; Dhanushkodi, Anandh; Nirmala, M.; Swamilingiah, Geetha M.; Agrahari, Maulishree; Raju, T. R.; Panicker, M. M.; Kutty, Bindu M.","Transplantation of hippocampal cell lines restore spatial learning in rats with ventral subicular lesions.","Behavioral Neuroscience","","1939-0084, 0735-7044","10.1037/a0017655","https://doi.apa.org/doi/10.1037/a0017655","We have demonstrated in our previous studies that ventral subicular lesion induces neurodegeneration of the hippocampus and produces cognitive impairment in rats. In the present study, the efficacy of transplanted green fluorescent protein (GFP)-labeled hippocampal cell line (H3-GFP) cells in establishing functional recovery in ventral subicular lesioned rats has been evaluated. The survival of H3-GFP transplants and their ability to express trophic factors in vivo were also investigated. Adult male Wistar rats were subjected to selective lesioning of ventral subiculum and were transplanted with H3-GFP cells into the cornu ammonis 1 (CA1) hippocampus. The transplants settled mainly in the dentate gyrus and expressed neurotrophic factors, brain-derived neurotrophic factor (BDNF), and basic fibroblast growth factor (bFGF). The ventral subicular lesioned (VSL) rats with H3-GFP transplants showed enhanced expression of BDNF in the hippocampus and performed well in eight-arm radial maze and Morris water maze tasks. The VSL rats without hippocampal transplants continued to show cognitive impairment in task learning. The present study demonstrated the H3-GFP transplants mediated recovery of cognitive functions in VSL rats. Our study supports the notion of graft meditated host regeneration and functional recovery through trophic support, although these mechanisms require further investigation.","2009","2025-05-08 06:13:57","2025-05-08 06:13:57","2025-05-08 06:13:57","1197-1217","","6","123","","Behavioral Neuroscience","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\Admin\Zotero\storage\Z5J6AFYX\Rekha et al. - 2009 - Behavioral Neuroscience - Transplantation of hippocampal cell lines restore spatial learning in rats with ventral subicular le.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QJT6X3R4","journalArticle","2008","Hegde, P.; Singh, K.; Chaplot, S.; Shankaranarayana Rao, B.S.; Chattarji, S.; Kutty, B.M.; Laxmi, T.R.","Stress-induced changes in sleep and associated neuronal activity in rat hippocampus and amygdala","Neuroscience","","03064522","10.1016/j.neuroscience.2008.01.042","https://linkinghub.elsevier.com/retrieve/pii/S0306452208000183","Stress increases vulnerability to anxiety and depression. We have investigated the effect of acute immobilization stress in amygdalohippocampal circuits by measuring the electroencephalogram (EEG) in male Wistar rats during rapid eye movement (REM) sleep. Electrodes were implanted stereotaxically in the hippocampus (CA1 and CA3 subregions of the hippocampus) and the amygdala (lateral nucleus). Prior to the stress, two baseline recordings were taken. Twenty-four hours later rats were exposed once to acute immobilization stress (AIS) session for 2 h. After the release and on subsequent days, electrophysiological changes that occurred due to stress during REM sleep were analyzed by comparing them with baseline measurements. Our results suggest that acute immobilization stress induced signiﬁcant increase in REM sleep in the ﬁrst 24 h after the exposure. In addition to changes in the sleep patterns, we have observed increased theta oscillations in CA1 area of the hippocampus with decreased coherence at theta range (4 – 8 Hz) between hippocampus and amygdala. These results suggest that single exposure to aversive experience such as immobilization stress can lead to dynamic changes in neuronal activities with altered sleep morphology. The results obtained in the present study are comparable to those seen in human patients suffering from panic, and anxiety due to posttraumatic stress disorder (PTSD). © 2008 IBRO. Published by Elsevier Ltd. All rights reserved.","2008-04","2025-05-08 06:14:01","2025-05-08 06:14:01","2025-05-08 06:14:01","20-30","","1","153","","Neuroscience","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","C:\Users\Admin\Zotero\storage\AMFDTNRB\Hegde et al. - 2008 - Neuroscience - Stress-induced changes in sleep and associated neuronal activity in rat hippocampus and amygdala.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9UFF9RIE","journalArticle","2007","Dhanushkodi, Anandh; Bindu, B.; Raju, T. R.; Kutty, Bindu M.","Exposure to enriched environment improves spatial learning performances and enhances cell density but not choline acetyltransferase activity in the hippocampus of ventral subicular-lesioned rats.","Behavioral Neuroscience","","1939-0084, 0735-7044","10.1037/0735-7044.121.3.491","https://doi.apa.org/doi/10.1037/0735-7044.121.3.491","The authors demonstrated the efficacy of enriched housing conditions in promoting the behavioral recovery and neuronal survival following subicular lesion in rats. Chemical lesioning of the ventral subiculum impaired the spatial learning performances in rats. The lesion also induced a significant degree of neurodegeneration in the CA1 and CA3 areas of the hippocampus and entorhinal cortex. Exposure to enriched housing conditions improved the behavioral performance and partially attenuated the neurodegeneration in the hippocampus. The choline acetyl transferase (ChAT) activity in the hippocampus remained unchanged following ventral subicular lesion and also following exposure to an enriched environment. The study implicates the effectiveness of activity-dependent neuronal plasticity induced by environmental enrichment in adulthood following brain insult.","2007","2025-05-08 06:14:03","2025-05-08 06:14:03","2025-05-08 06:14:03","491-500","","3","121","","Behavioral Neuroscience","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\Admin\Zotero\storage\XZD8MQKD\Dhanushkodi et al. - 2007 - Behavioral Neuroscience - Exposure to enriched environment improves spatial learning performances and enhances cell density bu.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VCL4LAW7","journalArticle","2007","Bindu, B.; Alladi, P.A.; Mansooralikhan, B.M.; Srikumar, B.N.; Raju, T.R.; Kutty, B.M.","Short-term exposure to an enriched environment enhances dendritic branching but not brain-derived neurotrophic factor expression in the hippocampus of rats with ventral subicular lesions","Neuroscience","","03064522","10.1016/j.neuroscience.2006.09.057","https://linkinghub.elsevier.com/retrieve/pii/S0306452206012991","Environmental enrichment promotes structural and behavioral plasticity in the adult brain. We have evaluated the efﬁcacy of enriched environment on the dendritic morphology and brain-derived neurotrophic factor (BDNF) expression in the hippocampus of ventral subicular–lesioned rats.","2007-01","2025-05-08 06:14:06","2025-05-08 06:14:06","2025-05-08 06:14:06","412-423","","2","144","","Neuroscience","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","C:\Users\Admin\Zotero\storage\A777BEY5\Bindu et al. - 2007 - Neuroscience - Short-term exposure to an enriched environment enhances dendritic branching but not brain-derived ne.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HNIG3E39","journalArticle","2003","Devi, Latha; Diwakar, Latha; Raju, T.R.; Kutty, Bindu M.","Selective neurodegeneration of hippocampus and entorhinal cortex correlates with spatial learning impairments in rats with bilateral ibotenate lesions of ventral subiculum","Brain Research","","00068993","10.1016/S0006-8993(02)03699-5","https://linkinghub.elsevier.com/retrieve/pii/S0006899302036995","Rats with bilateral ibotenic acid lesions of ventral subiculum were tested in an eight-arm radial maze task for spatial learning and memory functions. The performance of the lesioned rats was severely impaired relative to control rats in both acquisition and retention of the spatial task. Following subicular lesions, profound neurodegeneration of the CA1 and CA3 sub sectors of hippocampus and entorhinocortical layers I, II, III, V and VI was observed. These results support the concept that neurons in the ventral subiculum are a part of the neural network along with the above neurons, which could be involved in the processing of spatial information.","2003-01","2025-05-08 06:14:12","2025-05-08 06:14:12","2025-05-08 06:14:12","9-15","","1-2","960","","Brain Research","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","C:\Users\Admin\Zotero\storage\YL34GCEE\Devi et al. - 2003 - Brain Research - Selective neurodegeneration of hippocampus and entorhinal cortex correlates with spatial learning im.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LP4F9NDM","journalArticle","2016","Maruthai, Nirmala; Nagendra, Ravindra P.; Sasidharan, Arun; Srikumar, Sulekha; Datta, Karuna; Uchida, Sunao; Kutty, Bindu M.","Senior Vipassana Meditation practitioners exhibit distinct REM sleep organization from that of novice meditators and healthy controls","International Review of Psychiatry (Abingdon, England)","","1369-1627","10.3109/09540261.2016.1159949","","The present study is aimed to ascertain whether differences in meditation proficiency alter rapid eye movement sleep (REM sleep) as well as the overall sleep-organization. Whole-night polysomnography was carried out using 32-channel digital EEG system. 20 senior Vipassana meditators, 16 novice Vipassana meditators and 19 non-meditating control subjects participated in the study. The REM sleep characteristics were analyzed from the sleep-architecture of participants with a sleep efficiency index >85%. Senior meditators showed distinct changes in sleep-organization due to enhanced slow wave sleep and REM sleep, reduced number of intermittent awakenings and reduced duration of non-REM stage 2 sleep. The REM sleep-organization was significantly different in senior meditators with more number of REM episodes and increased duration of each episode, distinct changes in rapid eye movement activity (REMA) dynamics due to increased phasic and tonic activity and enhanced burst events (sharp and slow bursts) during the second and fourth REM episodes. No significant differences in REM sleep organization was observed between novice and control groups. Changes in REM sleep-organization among the senior practitioners of meditation could be attributed to the intense brain plasticity events associated with intense meditative practices on brain functions.","2016-06","2025-05-08 06:18:46","2025-05-08 06:18:46","","279-287","","3","28","","Int Rev Psychiatry","","","","","","","","eng","","","","","PubMed","","PMID: 27055575","","C:\Users\Admin\Zotero\storage\LCYRYJH6\Maruthai et al. - 2016 - International Review of Psychiatry (Abingdon, England) - Senior Vipassana Meditation practitioners exhibit distinct REM sleep organization from that of novic.pdf","","","Vipassana meditation; Meditation; Male; REM sleep; Polysomnography; Electroencephalography; Adult; Humans; Middle Aged; phasic and tonic REM; rapid eye movement activity (REMA).; REM burst; Sleep, REM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WQX5W2YK","journalArticle","2016","Madhavadas, Sowmya; , Kapgal ,Vijaya Kumar; , Kutty ,Bindu M.; and Subramanian, Sarada","The Neuroprotective Effect of Dark Chocolate in Monosodium Glutamate-Induced Nontransgenic Alzheimer Disease Model Rats: Biochemical, Behavioral, and Histological Studies","Journal of Dietary Supplements","","1939-0211","10.3109/19390211.2015.1108946","https://doi.org/10.3109/19390211.2015.1108946","The vulnerability to oxidative stress and cognitive decline continue to increase during both normal and pathological aging. Dietary changes and sedentary life style resulting in mid-life obesity and type 2 diabetes, if left uncorrected, further add to the risk of cognitive decline and Alzheimer disease (AD) in the later stages of life. Certain antioxidant agents such as dietary polyphenols, taken in adequate quantities, have been suggested to improve the cognitive processes. In this study, we examined the effect of oral administration of dark chocolate (DC) containing 70% cocoa solids and 4% total polyphenol content for three months at a dose of 500 mg/Kg body weight per day to 17-month-old monosodium glutamate treated obese Sprague–Dawley rats, earlier characterized as a nontransgenic AD (NTAD) rat model after reversal of obesity, diabetes, and consequent cognitive impairments. The results demonstrated that DC reduced the hyperglycemia, inhibited the cholinesterase activity in the hippocampal tissue homogenates, and improved the cognitive performance in spatial memory related Barnes maze task. Histological studies revealed an increase in cell volume in the DC treated rats in the CA3 region of the hippocampus. These findings demonstrated the benefits of DC in enhancing cognitive function and cholinergic activity in the hippocampus of the aged NTAD rats while correcting their metabolic disturbances.","2016-07-03","2025-05-08 06:20:45","2025-05-08 06:20:45","2025-05-08 06:20:45","449-460","","4","13","","","The Neuroprotective Effect of Dark Chocolate in Monosodium Glutamate-Induced Nontransgenic Alzheimer Disease Model Rats","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Taylor & Francis _eprint: https://doi.org/10.3109/19390211.2015.1108946 PMID: 26673833","","C:\Users\Admin\Zotero\storage\3ZP4VXY2\Madhavadas et al. - 2016 - Journal of Dietary Supplements - The Neuroprotective Effect of Dark Chocolate in Monosodium Glutamate-Induced Nontransgenic Alzheimer.pdf","","","Alzheimer disease; cognitive impairment; dark chocolate; diabesity; monosodium glutamate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XFDAF7ET","journalArticle","2010","Kutty, Bindu M.; Raju, T. R.","New vistas in treating diabetes - Insight into a holistic approach","Indian Journal of Medical Research","","0971-5916 (Print)","","https://journals.lww.com/ijmr/citation/2010/31050/New_vistas_in_treating_diabetes___Insight_into_a.4.aspx","An abstract is unavailable. This article is available as a PDF only.","2010-05","2025-05-08 06:22:20","2025-05-08 06:22:20","2025-05-08 06:22:20","606","","5","131","","","","","","","","","","en-US","","","","","journals.lww.com","","","","C:\Users\Admin\Zotero\storage\JBQX6HZY\Kutty and Raju - 2010 - Indian Journal of Medical Research - New vistas in treating diabetes - Insight into a holistic approach.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SUH5AQNQ","journalArticle","2003","Panicker, Jalesh; Taly, Arun; Sinha, Swapnil; Gujjar, Arunodaya; Netravathi, .M; Kovoor, Jerry; Kutty, Bindu","Paroxysmal nocturnal movements secondary to obstructive sleep apnoea syndrome","The Journal of the Association of Physicians of India","","","","","","2003-09-01","2025-05-08 06:23:34","2025-05-14 10:23:04","","836-8","","","51","","The Journal of the Association of Physicians of India","","","","","","","","","","","","","ResearchGate","","","","C:\Users\Admin\Zotero\storage\M52HJFNG\Panicker et al. - 2003 - The Journal of the Association of Physicians of India - Paroxysmal nocturnal movements secondary to obstructive sleep apnoea syndrome [5].pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KEV5QUF6","journalArticle","2012","Pn, Ravindra; Kutty, Bindu M","Functional Importance of Sleep: An Overview","Indian Journal of Sleep Medicine","","0973-340X, 0973-8746","10.5958/j.0973-340X.7.2.009","https://www.ijsm.in/doi/10.5958/j.0973-340X.7.2.009","Sleep and dreams fascinated people from different walks of life. Though sleep has been investigated over a century, questions such as ‘what physiological functions are carried out by sleep’ or why do we need to sleep? still remain to be debated. We need 7–8 h of sleep to keep us active throughout the day without feeling sleepy. Such constant daily quota of sleep is maintained through a balance between sleep duration and intensity by sleep homoeostasis. Sleep is important for energy conservation, immune regulation, learning and memory etc. and, hence, important for health and survival. Sleep disturbances during development have been correlated to the poor psychological and cognitive functions. Sleep deprivation on the other hand can be fatal too. This mini review provides the reader a bird’s eye view on the functions of sleep.","2012-06","2025-05-08 06:25:31","2025-05-08 06:25:31","2025-05-08 06:25:31","42-44","","2","7","","","Functional Importance of Sleep","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\Admin\Zotero\storage\HDVCNZ6N\Pn and Kutty - 2012 - Indian Journal of Sleep Medicine - Functional Importance of Sleep An Overview.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KS688SAC","journalArticle","2023","Kutty, Bindu M.; Ravindra, P. N.","Conscious Experience of Self: An Ever Enchanting Phenomenon","Journal of Applied Consciousness Studies","","2949-6993","10.4103/jacs.jacs_83_23","https://journals.lww.com/10.4103/jacs.jacs_83_23","","2023-07","2025-05-08 06:25:34","2025-05-14 08:57:14","2025-05-08 06:25:34","77-78","","2","11","","","Conscious Experience of Self","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\Admin\Zotero\storage\WLMWUN79\Kutty and Ravindra - 2023 - Journal of Applied Consciousness Studies - Conscious Experience of Self An Ever Enchanting Phenomenon.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8XRJLQI3","journalArticle","2010","Pattanashetty, Ravindra; Sathiamma, Sulekha; Talakkad, SathyaPrabha; Nityananda, Pradhan; Trichur, Raju; Kutty, Bindu M","Practitioners of vipassana meditation exhibit enhanced slow wave sleep and REM sleep states across different age groups","Sleep and Biological Rhythms","","14469235, 14798425","10.1111/j.1479-8425.2009.00416.x","http://doi.wiley.com/10.1111/j.1479-8425.2009.00416.x","Intense meditation practices inﬂuence brain functions in different ways and at different levels. Earlier studies have shown that meditation practices help to organize sleep–wake behavior. In the present study, we evaluated the sleep architecture of vipassana meditators across different age groups. Whole-night polysomnography was carried out in healthy male subjects between 30 and 60 years of age from control (n = 46) and meditation (n = 45) groups. They were further divided into younger(30–39 years), middle- (40–49 years), and older-aged (50–60 years) groups. Sleep variables were evaluated from subjects who had a sleep efﬁciency index more than 85%. The sleep architecture of vipassana meditators was different from that of control groups. Vipassana meditators showed enhanced slow wave sleep and rapid eye movement sleep states with an enhanced number of sleep cycles across all age groups. When compared to meditators, the control groups exhibited pronounced age-associated decrease in slow wave sleep states. Our study suggests that vipassana meditation helps to establish a proper sleep structure in old age, probably through its capacity to induce neuronal plasticity events leading to stronger network synchronization and cortical synaptic strengthening.","2010-01","2025-05-08 06:25:39","2025-05-08 06:25:39","2025-05-08 06:25:39","34-41","","1","8","","","","","","","","","","en","http://doi.wiley.com/10.1002/tdm_license_1","","","","DOI.org (Crossref)","","","","C:\Users\Admin\Zotero\storage\TLT2EB3Z\Pattanashetty et al. - 2010 - Sleep and Biological Rhythms - Practitioners of vipassana meditation exhibit enhanced slow wave sleep and REM sleep states across d.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6R9UXIDF","journalArticle","2018","Nair, Ajay Kumar; John, John P.; Mehrotra, Seema; Kutty, Bindu M.","What contributes to wellbeing gains – proficiency or duration of meditation related practices?","International Journal of Wellbeing","","11798602","10.5502/ijw.v8i2.696","http://internationaljournalofwellbeing.org/index.php/ijow/article/view/696/679","Several studies have shown physical and mental health benefits associated with different schools of meditation. However, reviews have recommended interpretation of study outcomes in the context of school specific traditional practices. In the literature, practice proficiency is often conflated with hours or years of meditation practice and it is difficult to attribute wellbeing gains directly to the proficiency of practice. We carried out two studies to examine wellbeing, practice proficiency, and duration of practice amongst Brahma Kumaris Rajayoga (BKRY) practitioners from India. In Study 1, we surveyed participants (n = 1009) to record the socio-demographics, spiritual lifestyle components, and wellbeing enhancement attributed to their spiritual practice. We developed new measures for evaluating proficiency of BKRY practice and for assessment of progress in wellbeing attributed to BKRY practice. Both measures had high internal consistency scores (alphas 0.95, 0.93). Block-wise hierarchical linear regression analysis showed that after accounting for demographic variables, BKRY practice proficiency strongly predicted progress in wellbeing, explaining over 51.6% of the total variance. In Study 2, we took three well-matched groups (n = 86) that were distinct on the basis of duration of practice (long term, short term and zero term). We examined wellbeing differences in these three groups and the extent of correlation of wellbeing with practice proficiency, progress in wellbeing and duration of practice. We conclude that meditation practice does improve wellbeing and that proficiency of practice is better correlated with most aspects of wellbeing than duration of practice but there are a few aspects of wellbeing that increase with sustained practice over a long time. We recommend that studies involving other schools of spiritual/religious practice incorporate tradition-specific proficiency assessment (instead of using years of practice as a proxy) and also use the Progress in Wellbeing scale for assessing practiceaided improvements in wellbeing.","2018-12-08","2025-05-08 06:25:41","2025-05-08 06:25:41","2025-05-08 06:25:41","68-88","","2","8","","Intnl. J. Wellbeing","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\Admin\Zotero\storage\KLWHR8D7\Nair et al. - 2018 - International Journal of Wellbeing - What contributes to wellbeing gains – proficiency or duration of meditation related practices.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MQBGWBX5","conferencePaper","2014","Pavithra, M; NiranjanaKrupa, B; Sasidharan, Arun; Kutty, Bindu M; Lakkannavar, Manjunath","Fractal dimension for drowsiness detection in brainwaves","2014 International Conference on Contemporary Computing and Informatics (IC3I)","978-1-4799-6629-5","","10.1109/IC3I.2014.7019676","http://ieeexplore.ieee.org/document/7019676/","Drowsiness, the state where a person’s alertness is reduced, is one of the major causes of accidents. Therefore, there is a need for the detection of this state of human brain, especially for the people working in industries and also for those involved in driving activities. Hence, drowsiness detection system is gaining more importance these days. In this paper, the authors have presented a drowsiness detection methodology using electroencephalogram (EEG) signals. The method used in the detection is fractal dimension (FD), which is a measure of irregularity of the curve. Three FD algorithms, Higuchi, Katz and Petrosian are tried along with logarithm of energy (log E), and Intrinsic dimension (ID) on a set of 15 alert and 15 drowsy signals. In addition, certain statistical features are extracted from the signals. The Support vector Machine (SVM) classifier used in this work yielded a sensitivity of 76 percentage, a specificity of 70 percentage, in distinguishing the drowsy and alert samples.","2014-11","2025-05-08 06:25:44","2025-05-08 06:25:44","2025-05-08 06:25:44","757-761","","","","","","","","","","","IEEE","Mysore, India","en","","","","","DOI.org (Crossref)","","","","C:\Users\Admin\Zotero\storage\84I5NK5R\Pavithra et al. - 2014 - 2014 International Conference on Contemporary Computing and Informatics (IC3I) - Fractal dimension for drowsiness detection in brainwaves.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014 International Conference on Contemporary Computing and Informatics (IC3I)","","","","","","","","","","","","","","",""
"8PTZXXD3","journalArticle","2025","Singh, Ravi Prakash; S, Mythirayee; Seshagiri, Doniparthi Venkata; Kumar, Gulshan; Mohale, Rohan; Pal, Pramod Kumar; Kutty, Bindu M; Saini, Jitender; Kamble, Nitish L; Holla, Vikram; Yadav, Ravi","Polysomnographic Evaluation of Sleep Disorders in Essential Tremor and Essential Tremor Plus: A Comparison With Healthy Controls","Journal of Movement Disorders","","2005-940X, 2093-4939","10.14802/jmd.24191","http://e-jmd.org/journal/view.php?doi=10.14802/jmd.24191","ObjectiveaaTo explore sleep patterns in individuals with essential tremor (ET) and essential tremor plus (ET-Plus) compared with healthy controls and assess differences between ET and ET-Plus, given the lack of established polysomnography (PSG) data on these groups and the potential for sleep disturbances to serve as clinical markers. MethodsaaWe conducted a prospective cross-sectional study at National Institute of Mental Health and Neurosciences, Bengaluru, from November 2021 to August 2023 on 45 patients (26 ET, 19 ET-Plus) and 45 controls. Tremor severity was assessed using The Essential Tremor Rating Assessment Scale (TETRAS) and Fahn‐Tolosa‐Marin Clinical Rating Scale (FTMRS). Sleep symptoms were assessed via the Epworth Sleepiness Scale, Pittsburgh Sleep Quality Index, Mayo Sleep Questionnaire, restless legs syndrome questionnaire, Berlin questionnaire, Generalized Anxiety Disorder Scale 7, and Patient Health Questionnaire-9. All patients and controls underwent overnight video PSG. Sleep scoring was manually performed by a trained sleep research technician and the first author following the American Academy of Sleep Medicine (2017) guidelines, with data analyzed using R studio. ResultsaaCompared with ET-Plus patients, ET patients had a younger onset age (46.8±11.1 years versus 30.8±16.7 years, respectively). Compared with ET patients, ET-Plus patients had higher TETRAS and FTMRS scores (p<0.005). Compared with controls, both ET patients and ET-Plus patients presented poorer sleep quality, excessive daytime sleepiness, rapid eye movement (REM) sleep behavior disorder, and restless legs syndrome symptoms. PSG findings supported these clinical observations, showing an elevated apnea‒hypopnea index, reduced total sleep time, prolonged REM latency, decreased sleep efficiency, increased N1 stage duration, and reduced N2/N3 durations and percentages in patients versus controls. ConclusionaaThe study highlights significant sleep architecture abnormalities in both ET and ET-Plus patients compared with healthy controls, with no differences between the ET groups.","2025-01-31","2025-05-08 06:25:46","2025-05-08 06:25:46","2025-05-08 06:25:46","45-54","","1","18","","JMD","Polysomnographic Evaluation of Sleep Disorders in Essential Tremor and Essential Tremor Plus","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\Admin\Zotero\storage\8VURSJNC\Singh et al. - 2025 - Journal of Movement Disorders - Polysomnographic Evaluation of Sleep Disorders in Essential Tremor and Essential Tremor Plus A Comp.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
